"Regione","Provincia","Comune","Codice Sito","Nome Sito","LONG ","LAT ","Data ","Ostreopsis cf. ovata cell/l","Ostreopsis cf. ovata cell/ g fw",
"Sicilia","Agrigento","Agrigento","SL","S. Leone","13.600222","37.254300","7/9/2020","0","0","","","","","",""
"Sicilia","Agrigento","Agrigento","SL","S. Leone","13.600222","37.254300","8/4/2020","200","2826","","","","","",""
"Sicilia","Catania","Acireale","PO","Pozzillo","15.197078","37.663292","7/7/2020","80","2400","","","","","",""
"Sicilia","Catania","Acireale","PO","Pozzillo","15.197078","37.663292","8/10/2020","0","5077","","","","","",""
"Sicilia","Catania","Aci Castello","AC","Lungomare Scardamiano","15.151517","37.557983","6/16/2020","0","196","","","","","",""
"Sicilia","Catania","Aci Castello","AC","Lungomare Scardamiano","15.151517","37.557983","7/7/2020","10160","20000","","","","","",""
"Sicilia","Catania","Aci Castello","AC","Lungomare Scardamiano","15.151517","37.557983","7/28/2020","2171","1263","","","","","",""
"Sicilia","Catania","Aci Castello","AC","Lungomare Scardamiano","15.151517","37.557983","8/10/2020","381","6220","","","","","",""
"Sicilia","Catania","Aci Castello","AC","Lungomare Scardamiano","15.151517","37.557983","8/25/2020","76","1515","","","","","",""
"Sicilia","Catania","Aci Castello","AC","Lungomare Scardamiano","15.151517","37.557983","9/15/2020","320","/","","","","","",""
"Sicilia","ME","Patti","PAT","Patti Marina","14.979987","38.150615","6/16/2020","0","/","","","","","",""
"Sicilia","ME","Patti","PAT","Patti Marina","14.979987","38.150615","7/8/2020","400","/","","","","","",""
"Sicilia","ME","Falcone","FA","Falcone","15.0768","38.1217","7/29/2020","781","1112","","","","","",""
"Sicilia","ME","Falcone","FA","Falcone","15.0768","38.1217","8/11/2020","1600","4860","","","","","",""
"Sicilia","ME","Falcone","FA","Falcone","15.0768","38.1217","8/26/2020","0","673","","","","","",""
"Sicilia","ME","Falcone","FA","Falcone","15.0768","38.1217","9/16/2020","0","0","","","","","",""
"Sicilia","Messina","Taormina","IB","Isola Bella","15.299858","37.852186","6/16/2020","0","0","","","","","",""
"Sicilia","Messina","Taormina","IB","Isola Bella","15.299858","37.852186","7/7/2020","240","4502","","","","","",""
"Sicilia","Messina","Taormina","IB","Isola Bella","15.299858","37.852186","7/28/2020","38640","1466356","","","","","",""
"Sicilia","Messina","Taormina","IB","Isola Bella","15.299858","37.852186","8/4/2020","4960","/","","","","","",""
"Sicilia","Messina","Taormina","IB","Isola Bella","15.299858","37.852186","8/10/2020","76","4474","","","","","",""
"Sicilia","Messina","Taormina","IB","Isola Bella","15.299858","37.852186","8/25/2020","190","5765","","","","","",""
"Sicilia","Messina","Taormina","IB","Isola Bella","15.299858","37.852186","9/15/2020","80","/","","","","","",""
"Sicilia","PA","Isola delle femmine","CC","Costa Corsara","13.24334","38.19573","6/24/2020","1600","124411","","","","","",""
"Sicilia","PA","Isola delle femmine","CC","Costa Corsara","13.24334","38.19573","7/9/2020","3880","65988","","","","","",""
"Sicilia","PA","Isola delle femmine","CC","Costa Corsara","13.24334","38.19573","7/20/2020","12240","386668","","","","","",""
"Sicilia","PA","Isola delle femmine","CC","Costa Corsara","13.24334","38.19573","8/4/2020","320","193","","","","","",""
"Sicilia","PA","Isola delle femmine","CC","Costa Corsara","13.24334","38.19573","8/17/2020","1760","5045","","","","","",""
"Sicilia","PA","Isola delle femmine","CC","Costa Corsara","13.24334","38.19573","9/9/2020","80","3934","","","","","",""
"Sicilia","Palermo","Trappeto","TR","Trappeto","13.036875","38.070500","7/9/2020","1480","14639","","","","","",""
"Sicilia","Palermo","Trappeto","TR","Trappeto","13.036875","38.070500","8/4/2020","0","0","","","","","",""
"Sicilia","Palermo","Terrasini","TE","Terrasini","13.072358","38.142119","6/24/2020","840","1716","","","","","",""
"Sicilia","Palermo","Terrasini","TE","Terrasini","13.072358","38.142119","7/9/2020","1040","21130","","","","","",""
"Sicilia","Palermo","Terrasini","TE","Terrasini","13.072358","38.142119","7/20/2020","480","3837","","","","","",""
"Sicilia","Palermo","Terrasini","TE","Terrasini","13.072358","38.142119","8/4/2020","0","677","","","","","",""
"Sicilia","Palermo","Terrasini","TE","Terrasini","13.072358","38.142119","8/17/2020","0","100","","","","","",""
"Sicilia","Palermo","Terrasini","TE","Terrasini","13.072358","38.142119","9/9/2020","0","418","","","","","",""
"Sicilia","Palermo","Palermo","BA","Barcarello","13.287675","38.211036","6/24/2020","240","5510","","","","","",""
"Sicilia","Palermo","Palermo","BA","Barcarello","13.287675","38.211036","7/9/2020","14240","120834","","","","","",""
"Sicilia","Palermo","Palermo","BA","Barcarello","13.287675","38.211036","7/20/2020","960","6545","","","","","",""
"Sicilia","Palermo","Palermo","BA","Barcarello","13.287675","38.211036","8/4/2020","640","139","","","","","",""
"Sicilia","Palermo","Palermo","BA","Barcarello","13.287675","38.211036","8/17/2020","320","4718","","","","","",""
"Sicilia","Palermo","Palermo","BA","Barcarello","13.287675","38.211036","9/9/2020","200","660","","","","","",""
"Sicilia","Palermo","Palermo","SF","Sferracavallo","13.278447222222","38.203772222222","6/24/2020","7720","320289","","","","","",""
"Sicilia","Palermo","Palermo","SF","Sferracavallo","13.278447222222","38.203772222222","7/9/2020","10320","211219","","","","","",""
"Sicilia","Palermo","Palermo","SF","Sferracavallo","13.278447222222","38.203772222222","7/20/2020","14000","531385","","","","","",""
"Sicilia","Palermo","Palermo","SF","Sferracavallo","13.278447222222","38.203772222222","8/4/2020","1600","50886","","","","","",""
"Sicilia","Palermo","Palermo","SF","Sferracavallo","13.278447222222","38.203772222222","8/17/2020","2480","7955","","","","","",""
"Sicilia","Palermo","Palermo","SF","Sferracavallo","13.278447222222","38.203772222222","9/9/2020","520","6827","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","6/24/2020","58446","478822","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","6/29/2020","75421","/","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","7/9/2020","5160","134653","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","7/20/2020","600","378","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","8/4/2020","480","401","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","8/17/2020","7440","24801","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","9/9/2020","55438","15853","","","","","",""
"Sicilia","Palermo","Palermo","VM","Vergine Maria","13.369569","38.167926","9/15/2020","480","/","","","","","",""
"Sicilia","Palermo","Bagheria","AS","Aspra","13.498803","38.106257","6/24/2020","3800","24586","","","","","",""
"Sicilia","Palermo","Bagheria","AS","Aspra","13.498803","38.106257","7/9/2020","1160","153793","","","","","",""
"Sicilia","Palermo","Bagheria","AS","Aspra","13.498803","38.106257","7/20/2020","3600","76167","","","","","",""
"Sicilia","Palermo","Bagheria","AS","Aspra","13.498803","38.106257","8/4/2020","2360","/","","","","","",""
"Sicilia","Palermo","Bagheria","AS","Aspra","13.498803","38.106257","8/17/2020","2400","47479","","","","","",""
"Sicilia","Palermo","Bagheria","AS","Aspra","13.498803","38.106257","9/9/2020","0","93372","","","","","",""
"Sicilia","Ragusa","Vittoria","VI-2","Scoglitti","14.430638888889","36.88825","7/9/2020","80","484","","","","","",""
"Sicilia","Ragusa","Vittoria","VI-2","Scoglitti","14.430638888889","36.88825","8/5/2020","80","0","","","","","",""
"Sicilia","Siracusa","Siracusa","CR","Cala Rossa","15.294983","37.057150","6/16/2020","334379","363430","","","","","",""
"Sicilia","Siracusa","Siracusa","CR","Cala Rossa","15.294983","37.057150","6/24/2020","10720","/","","","","","",""
"Sicilia","Siracusa","Siracusa","CR","Cala Rossa","15.294983","37.057150","7/7/2020","520","2076","","","","","",""
"Sicilia","Siracusa","Siracusa","CR","Cala Rossa","15.294983","37.057150","7/28/2020","1181","1030","","","","","",""
"Sicilia","Siracusa","Siracusa","CR","Cala Rossa","15.294983","37.057150","8/10/2020","2552","26093","","","","","",""
"Sicilia","Siracusa","Siracusa","CR","Cala Rossa","15.294983","37.057150","8/25/2020","76","6776","","","","","",""
"Sicilia","Siracusa","Siracusa","CR","Cala Rossa","15.294983","37.057150","9/15/2020","3640","/","","","","","",""
"Sicilia","Siracusa","Siracusa","PM","Punta della Mola","15.307483","37.040203","7/7/2020","200","3200","","","","","",""
"Sicilia","Siracusa","Siracusa","PM","Punta della Mola","15.307483","37.040203","8/10/2020","267","3492","","","","","",""
"Sicilia","Siracusa","Noto","NO","Calabernardo","15.137889","36.872639","7/7/2020","1560","104010","","","","","",""
"Sicilia","Siracusa","Noto","NO","Calabernardo","15.137889","36.872639","8/10/2020","38","4250","","","","","",""
"Sicilia","Trapani","Trapani","TP","Lungomare Dante Alighieri","12.527638888889","38.02975","6/24/2020","0","2504","","","","","",""
"Sicilia","Trapani","Trapani","TP","Lungomare Dante Alighieri","12.527638888889","38.02975","7/9/2020","0","125","","","","","",""
"Sicilia","Trapani","Trapani","TP","Lungomare Dante Alighieri","12.527638888889","38.02975","7/20/2020","200","166","","","","","",""
"Sicilia","Trapani","Trapani","TP","Lungomare Dante Alighieri","12.527638888889","38.02975","8/3/2020","3040","8589","","","","","",""
"Sicilia","Trapani","Trapani","TP","Lungomare Dante Alighieri","12.527638888889","38.02975","8/19/2020","200","7859","","","","","",""
"Sicilia","Trapani","Trapani","TP","Lungomare Dante Alighieri","12.527638888889","38.02975","9/9/2020","2440","672","","","","","",""
"Sicilia","Trapani","Erice","ER","San Giuliano","12.541339","38.042697","6/24/2020","180","235","","","","","",""
"Sicilia","Trapani","Erice","ER","San Giuliano","12.541339","38.042697","7/9/2020","1060","111","","","","","",""
"Sicilia","Trapani","Erice","ER","San Giuliano","12.541339","38.042697","7/20/2020","7227","56799","","","","","",""
"Sicilia","Trapani","Erice","ER","San Giuliano","12.541339","38.042697","8/3/2020","0","87712","","","","","",""
"Sicilia","Trapani","Erice","ER","San Giuliano","12.541339","38.042697","8/19/2020","4560","123753","","","","","",""
"Sicilia","Trapani","Erice","ER","San Giuliano","12.541339","38.042697","9/9/2020","220","437","","","","","",""
"Sicilia","Trapani","S. Vito Lo Capo ","VF","Via Faro","12.732333333333","38.183222222222","6/24/2020","0","245","","","","","",""
"Sicilia","Trapani","S. Vito Lo Capo ","VF","Via Faro","12.732333333333","38.183222222222","7/9/2020","800","213","","","","","",""
"Sicilia","Trapani","S. Vito Lo Capo ","VF","Via Faro","12.732333333333","38.183222222222","7/20/2020","10590","192901","","","","","",""
"Sicilia","Trapani","S. Vito Lo Capo ","VF","Via Faro","12.732333333333","38.183222222222","8/3/2020","1200","12","","","","","",""
"Sicilia","Trapani","S. Vito Lo Capo ","VF","Via Faro","12.732333333333","38.183222222222","8/19/2020","1400","5695","","","","","",""
"Sicilia","Trapani","S. Vito Lo Capo ","VF","Via Faro","12.732333333333","38.183222222222","9/9/2020","140","50","","","","","",""
"Sicilia","Trapani","Marsala","MS","Capo Lilibeo","12.424889","37.802333","6/24/2020","8200","7231","","","","","",""
"Sicilia","Trapani","Marsala","MS","Capo Lilibeo","12.424889","37.802333","7/9/2020","1080","81","","","","","",""
"Sicilia","Trapani","Marsala","MS","Capo Lilibeo","12.424889","37.802333","7/20/2020","520","1818","","","","","",""
"Sicilia","Trapani","Marsala","MS","Capo Lilibeo","12.424889","37.802333","8/3/2020","0","2002","","","","","",""
"Sicilia","Trapani","Marsala","MS","Capo Lilibeo","12.424889","37.802333","8/19/2020","80","/","","","","","",""
"Sicilia","Trapani","Marsala","MS","Capo Lilibeo","12.424889","37.802333","9/9/2020","220","34","","","","","",""
"Sicilia","Trapani","Mazara del Vallo","MV","Lungomare San Vito","12.607278","37.640639","6/24/2020","0","0","","","","","",""
"Sicilia","Trapani","Mazara del Vallo","MV","Lungomare San Vito","12.607278","37.640639","7/9/2020","160","31","","","","","",""
"Sicilia","Trapani","Mazara del Vallo","MV","Lungomare San Vito","12.607278","37.640639","7/20/2020","360","3008","","","","","",""
"Sicilia","Trapani","Mazara del Vallo","MV","Lungomare San Vito","12.607278","37.640639","8/3/2020","880","3780","","","","","",""
"Sicilia","Trapani","Mazara del Vallo","MV","Lungomare San Vito","12.607278","37.640639","8/19/2020","41815","7540","","","","","",""
"Sicilia","Trapani","Mazara del Vallo","MV","Lungomare San Vito","12.607278","37.640639","8/25/2020","2000","2199","","","","","",""
"Sicilia","Trapani","Mazara del Vallo","MV","Lungomare San Vito","12.607278","37.640639","9/9/2020","240","186","","","","","",""
